Document identifier,topic-00,topic-01,topic-02,topic-03,topic-04,topic-05,topic-06,topic-07,topic-08,topic-09,topic-10,topic-11,topic-12,topic-13,topic-14,topic-15,topic-16,topic-17,topic-18,topic-19,topic-20,topic-21,topic-22,topic-23,topic-24,topic-25,topic-26,topic-27,topic-28,topic-29
BOD+e11-0034,0.0011689093,0.0156645117,0.0003098006,0.0001090676,0.0010575566,0.0014549143,0.0005383968,0.0019392819,0.1917770303,0.000420509,0.0003096921,0.0007843093,0.0006877444,0.0011840563,0.0004290676,0.0153038549,0.0004293497,0.0004754832,0.0034425656,0.0012701145,0.0004655646,0.0480987766,0.0009623086,0.2364107164,0.0004716276,0.0005070365,0.00102093,0.4724181157,0.0004733,0.0004154083
BOD+e11-0035,0.0015591759,0.0798131224,0.0004132345,0.0001454823,0.0014106455,0.0019406701,0.0007181526,0.1007845251,0.0004918883,0.0005609054,0.0004130897,0.0010461686,0.0009173633,0.00157938,0.0005723214,0.0007738359,0.0005726977,0.000634234,0.0438710515,0.0016941707,0.0006210038,0.0052389693,0.0012835969,0.276062626,0.000629091,0.1185136465,0.0210013444,0.3355521837,0.0006313218,0.0005541017
BOD+e11-0036,0.0016567919,0.147417422,0.000439106,0.0001545905,0.0014989624,0.0020621704,0.0007631143,0.1070943829,0.0005226841,0.0005960222,0.0004389522,0.0011116665,0.000974797,0.0225473966,0.000608153,0.2512519114,0.0006085528,0.0006739417,0.0048794329,0.0018002383,0.0006598832,0.0055669676,0.0013639595,0.1263931061,0.0006684768,0.0007186647,0.0014470485,0.3148219646,0.0006708473,0.0005887926
BOD+e11-0037,0.0057042362,0.0045910665,0.001511816,0.0005322461,0.0051608385,0.0070999302,0.0026273571,0.7279755777,0.0017995705,0.002052069,0.0015112865,0.0038274017,0.0033561683,0.0057781527,0.0020938346,0.002831074,0.0020952111,0.0023203413,0.0167995979,0.0061981137,0.0022719387,0.0191667389,0.1483984219,0.0040567901,0.0023015258,0.00247432,0.004982102,0.0061454077,0.0023096873,0.002027178
BOD+e11-0038,0.0202645767,0.0163099874,0.0053707998,0.2571456988,0.0183341299,0.0252228478,0.0093338141,0.0336199958,0.0063930617,0.0072900752,0.0053689187,0.0135970309,0.0119229513,0.0205271688,0.0074384492,0.0100575283,0.0074433395,0.2634979942,0.0596813896,0.0220191008,0.0080711728,0.0680907731,0.0166828814,0.0144119443,0.0081762824,0.0087901424,0.01769916,0.0218318601,0.0082052766,0.0072016484
BOD+e11-0039,0.0013474668,0.0180573532,0.0003571244,0.0001257283,0.0012191042,0.0016771606,0.0006206399,0.0361812015,0.0004250984,0.0004847441,0.0003569993,0.0009041169,0.1705212186,0.2899032371,0.00049461,0.0006687623,0.0004949352,0.0005481159,0.1736968541,0.0014641316,0.0005366822,0.2760930756,0.0011093066,0.0179311453,0.0005436713,0.0005844891,0.0011768827,0.0014516812,0.0005455992,0.0004788643
BOD+e11-0040,0.0011038956,0.0008884727,0.0141973617,0.0001030014,0.0009987361,0.0013739932,0.0005084516,0.1269745479,0.0003482566,0.0003971206,0.0002924673,0.0007406867,0.0006494926,0.2653092465,0.0004052032,0.0005478753,0.0004054696,0.0004490373,0.0032510929,0.0011994718,0.0004396703,0.5181864879,0.0009087858,0.0007850784,0.000445396,0.0004788355,0.0009641467,0.0568084397,0.0004469755,0.0003923037
BOD+e11-0041,0.001370732,0.0011032365,0.0003632904,0.0001278991,0.0012401531,0.0017061183,0.0006313558,0.0022741163,0.0004324381,0.0004931136,0.0003631632,0.0009197273,0.0180723826,0.1222497453,0.0005031499,0.0006803091,0.0005034807,0.0005575797,0.1766958854,0.0360211971,0.0005459485,0.0046057809,0.5881688221,0.0355066356,0.0005530583,0.0005945809,0.0011972026,0.0014767458,0.0005550195,0.0004871323
BOD+e11-0042,0.0019888339,0.0767554363,0.0005271084,0.0001855724,0.0017993733,0.0024754553,0.000916052,0.0032995797,0.0006274366,0.0007154725,0.0005269238,0.0013344584,0.0011701586,0.1022208977,0.0007300345,0.0009870797,0.0007305144,0.0008090081,0.0058573327,0.0021610288,0.1761531435,0.0818373771,0.0016373142,0.0014144368,0.0008024479,0.0008626942,0.3274075049,0.2025552367,0.0008052935,0.000706794
BOD+e11-0043,0.0019402281,0.0015615967,0.0005142262,0.0001810372,0.0017553978,0.0024149568,0.0008936643,0.0032189402,0.0006121025,0.0006979869,0.0005140461,0.0013018452,0.0011415607,0.3929946404,0.0007121929,0.0009629562,0.1229093082,0.0007892365,0.0057141834,0.0021082147,0.0007727729,0.2264733029,0.0015972993,0.1480158453,0.0007828366,0.0008416105,0.075012591,0.0020902873,0.0007856127,0.0006895205
BOD+e11-0044,0.0017289555,0.0013915535,0.0004582318,0.0001613239,0.0015642515,0.0021519908,0.0007963526,0.0246465445,0.0005454503,0.0006219827,0.0004580713,0.0011600865,0.4365795872,0.0017513596,0.0006346418,0.0008580993,0.0006350591,0.0007032961,0.0050919627,0.3067722821,0.066022975,0.1364781432,0.0014233685,0.0012296142,0.0006975931,0.0007499671,0.0015100765,0.0018626747,0.0007000668,0.0006144382
BOD+e11-0045,0.0057042362,0.0045910665,0.001511816,0.0005322461,0.0051608385,0.0070999302,0.0026273571,0.0813148221,0.0017995705,0.002052069,0.0015112865,0.0038274017,0.0033561683,0.2213317379,0.0020938346,0.002831074,0.0020952111,0.0023203413,0.0167995979,0.0061981137,0.0022719387,0.0191667389,0.292100812,0.0040567901,0.0023015258,0.00247432,0.2923868823,0.0061454077,0.0023096873,0.002027178
BOD+e11-0046,0.002210322,0.0853033708,0.0005858103,0.0002062389,0.001999762,0.0027511365,0.0010180689,0.0036670402,0.0006973116,0.0007951518,0.0005856051,0.0014830715,0.0013004743,0.3084950547,0.0008113354,0.0010970067,0.0008118688,0.000899104,0.0343511024,0.0024016936,0.223612051,0.0074268778,0.2802342832,0.0294134195,0.0008918132,0.0009587689,0.0019305038,0.0023812706,0.0008949757,0.0007855068
BOD+e11-0047,0.0180145504,0.0177559837,0.0003511641,0.0001236299,0.0178883302,0.0517178863,0.0006102817,0.0021982082,0.0004180036,0.0004766539,0.0003510411,0.0008890276,0.0007795697,0.0013421474,0.0004863552,0.0173471732,0.000486675,0.0005389681,0.237556217,0.0014396958,0.0005277252,0.1546581943,0.017780365,0.0009423099,0.0005345977,0.0005747343,0.0345363856,0.2350814651,0.0005364934,0.1840561672
BOD+e11-0048,0.0025677751,0.0020666792,0.0006805475,0.0002395918,0.0023231634,0.2619479029,0.0011827109,0.1983239633,0.0008100808,0.0009237436,0.0006803091,0.0017229137,0.0015107869,0.0026010488,0.0009425445,0.0012744145,0.0009431641,0.001044507,0.0075623779,0.0027900952,0.0010227185,0.332067768,0.0668018928,0.0018261734,0.0010360372,0.0011138209,0.0022427047,0.0997983143,0.0010397111,0.0009125388
BOD+e11-0049,0.3191041784,0.0040142143,0.0013218613,0.0004653711,0.0045123963,0.0062078477,0.0022972385,0.0082745539,0.0015734604,0.0017942334,0.0013213984,0.0033465014,0.002934477,0.0050521471,0.0018307512,0.002475359,0.0018319548,0.0020287982,0.328805445,0.0054193414,0.0019864772,0.0167585021,0.2553993194,0.0035470679,0.0020123467,0.00216343,0.0043561175,0.0053732577,0.0020194828,0.0017724698
BOD+e11-0050,0.0100269082,0.0080701783,0.0026574706,0.0009355823,0.0090717235,0.0124802596,0.0046183692,0.0166351667,0.0031632856,0.0036071276,0.0026565398,0.0067278079,0.0058994737,0.0101568387,0.0036805431,0.0049764628,0.0036829628,0.0040786967,0.0295303387,0.0108950463,0.0039936146,0.0336912998,0.0082546861,0.0071310269,0.0040456228,0.0043493606,0.0087575405,0.7686027234,0.0040599691,0.0035633741
BOD+e11-0051,0.0017674472,0.0014225336,0.0004684334,0.0001649155,0.0015990764,0.0021999005,0.0008140818,0.0029322876,0.0896094415,0.0006358299,0.0004682694,0.0011859134,0.0010399026,0.0017903501,0.0006487708,0.0008772031,0.0006491974,0.0007189535,0.0052053248,0.0019204743,0.0007039561,0.0059387791,0.0237180189,0.4242532663,0.0007131236,0.0007666636,0.0015436952,0.0019041434,0.0007156524,0.4236243947
BOD+e11-0052,0.0013474668,0.0010845115,0.0003571244,0.0001257283,0.0012191042,0.0016771606,0.0006206399,0.0022355181,0.0004250984,0.0004847441,0.0003569993,0.0009041169,0.0007928012,0.1201748197,0.00049461,0.0006687623,0.0004949352,0.0005481159,0.0039684367,0.0014641316,0.0005366822,0.0045276077,0.0011093066,0.0009583036,0.0005436713,0.0345301726,0.0011768827,0.0523702065,0.0514641245,0.7133382174
BOD+e11-0053,0.0021504503,0.0017307945,0.0005699422,0.0002006524,0.0019455939,0.0026766156,0.0009904921,0.0035677099,0.0006784233,0.0007736132,0.0005697426,0.0014428991,0.001265248,0.0834402535,0.0007893585,0.0010672917,0.0007898774,0.0008747497,0.0605079357,0.0023366381,0.0008565023,0.0072257037,0.0017703655,0.0557040015,0.0008676564,0.0009327984,0.0018782117,0.110666018,0.0008707332,0.6508597273
BOD+e11-0054,0.001370732,0.0874327016,0.1902881136,0.0001278991,0.0012401531,0.0017061183,0.0006313558,0.0022741163,0.0004324381,0.0004931136,0.0003631632,0.0009197273,0.0008064896,0.2258451033,0.0005031499,0.0006803091,0.0005034807,0.0005575797,0.0040369553,0.0014894111,0.0005459485,0.0046057809,0.0011284598,0.1908996726,0.0005530583,0.0005945809,0.0011972026,0.260465141,0.0005550195,0.0177530253
BOD+e11-0055,0.0061458207,0.0049464768,0.0016288508,0.0005734491,0.0055603567,0.0076495603,0.0028307499,0.010196239,0.0019388814,0.0022109268,0.0016282803,0.004123694,0.0036159809,0.0062254594,0.0022559255,0.3901174547,0.0022574086,0.3121537409,0.0181001127,0.0066779311,0.0024478173,0.0206505021,0.0050595677,0.0043708402,0.0024796948,0.0026658657,0.1601946707,0.0066211449,0.0024884881,0.0021841088
BOD+e11-0056,0.0021504503,0.164254669,0.0005699422,0.0002006524,0.7062157165,0.0026766156,0.0009904921,0.0035677099,0.0006784233,0.0007736132,0.0005697426,0.0014428991,0.001265248,0.0021783163,0.0007893585,0.0010672917,0.0007898774,0.0008747497,0.0063333109,0.0023366381,0.0821184395,0.0072257037,0.0017703655,0.0015293767,0.0008676564,0.0009327984,0.0018782117,0.0023167684,0.0008707332,0.0007642295
BOD+e11-0057,0.0012043751,0.0009693438,0.0003192002,0.0001123768,0.6837595805,0.0014990577,0.0005547322,0.0019981215,0.0003799558,0.0004332676,0.0003190884,0.1373420933,0.0007086112,0.0012199816,0.0004420859,0.0005977444,0.0004423765,0.0915125681,0.0035470161,0.0013086509,0.0004796902,0.0343876931,0.0009915059,0.0008565383,0.0004859372,0.0005224204,0.0010519059,0.0316384088,0.0004876604,0.0004280122
BOD+e11-0058,0.0008928438,0.0007186073,0.0002366339,8.33087219374459E-005,0.3157058898,0.001111302,0.0004112417,0.2039157678,0.0002816741,0.0003211959,0.000236551,0.1355554048,0.0005253174,0.0009044135,0.0003277332,0.000443128,0.0003279486,0.0003631867,0.1375858512,0.000970147,0.0003556105,0.182941806,0.0007350367,0.0006349807,0.0003602416,0.0003872879,0.012026174,0.0009618973,0.0003615191,0.0003172999
BOD+e11-0059,0.0018076918,0.0014549245,0.0004790996,0.0001686706,0.1382548097,0.0705596532,0.0919121667,0.4356269102,0.00057029,0.0006503076,0.0004789318,0.0012129166,0.0010635811,0.0018311162,0.0006635433,0.0008971769,0.0006639795,0.000735324,0.0053238495,0.0930437516,0.0007199851,0.0288438916,0.1153376238,0.0012856105,0.0007293613,0.0007841204,0.001578845,0.0019475005,0.0007319477,0.0006424196
BOD+e11-0060,0.0017289555,0.0013915535,0.0004582318,0.0001613239,0.0015642515,0.0021519908,0.0007963526,0.0028684279,0.0005454503,0.0006219827,0.0004580713,0.3496099518,0.0010172555,0.0017513596,0.0006346418,0.0008580993,0.0006350591,0.0660376458,0.2228731285,0.0018786499,0.0006886252,0.2235906095,0.0014233685,0.0012296142,0.0006975931,0.0007499671,0.1104006594,0.0018626747,0.0007000668,0.0006144382
BOD+e11-0061,0.002210322,0.0017789824,0.0005858103,0.0002062389,0.001999762,0.0027511365,0.0010180689,0.0036670402,0.0006973116,0.0007951518,0.0005856051,0.0014830715,0.0013004743,0.0022389638,0.0008113354,0.0010970067,0.0008118688,0.000899104,0.0065096395,0.1416090076,0.0008803486,0.8148292993,0.0018196551,0.0015719567,0.0008918132,0.0009587689,0.0019305038,0.0023812706,0.0008949757,0.0007855068
BOD+e11-0062,0.0609613368,0.0009548582,0.0003144302,0.0001106975,0.3896105974,0.0164203961,0.0005464424,0.0019682621,0.0003742779,0.000426793,0.0003143201,0.0007960298,0.0156417618,0.0012017505,0.0004354795,0.0005888118,0.0004357658,0.0004825887,0.0034940104,0.1656702335,0.0004725219,0.3327486101,0.0009766891,0.0008437384,0.0004786754,0.0005146135,0.0010361865,0.0012781329,0.0004803729,0.0004216161
BOD+e11-0063,0.0012420603,0.0009996749,0.0003291881,0.0001158931,0.1262847802,0.0015459636,0.0005720899,0.1115765543,0.0003918448,0.0004468247,0.0003290728,0.1416395632,0.0007307838,0.0169032853,0.0004559189,0.0006164479,0.0004562186,0.0005052392,0.3947862569,0.0013495989,0.0004946999,0.1762698643,0.0010225304,0.0008833396,0.0005011423,0.0005387671,0.0167299504,0.0013381225,0.0005029194,0.0004414048
BOD+e11-0064,0.003319288,0.002671536,0.0008797239,0.0003097133,0.0030030856,0.0041314407,0.0015288559,0.005506873,0.0010471679,0.0011940965,0.0008794157,0.0022271604,0.0019529502,0.2542230346,0.0012183998,0.0016473985,0.0012192008,0.0013502038,0.0933959103,0.0036066748,0.0849422832,0.5128745712,0.0027326151,0.0023606412,0.001339255,0.0014398038,0.0028990791,0.0035760052,0.0013440042,0.0011796124
BOD+e11-0065,0.0030631469,0.0024653803,0.0008118378,0.0002858135,0.0799388262,0.0038126278,0.0014108779,0.0050819215,0.0009663606,0.001101951,0.0008115534,0.002055296,0.001802246,0.1574378022,0.0011243789,0.0015202729,0.0011251181,0.0012460119,0.201940005,0.0033283568,0.00122002,0.3575461105,0.0796892273,0.0021784765,0.0012359081,0.0013286978,0.0798428456,0.0033000539,0.0012402908,0.0010885847
BOD+e11-0066,0.0019402281,0.0015615967,0.0005142262,0.0001810372,0.0017553978,0.0024149568,0.0253329937,0.0765369284,0.0006121025,0.0006979869,0.0005140461,0.0013018452,0.0011415607,0.0019653699,0.0007121929,0.0009629562,0.0007126611,0.0007892365,0.0057141834,0.0021082147,0.0007727729,0.8130172087,0.0015972993,0.0013798689,0.0007828366,0.0008416105,0.0505732616,0.0020902873,0.0007856127,0.0006895205
BOD+e11-0067,0.0012618014,0.0010155635,0.0003344201,0.0001177351,0.3508049921,0.0015705348,0.0005811826,0.0020933946,0.0003980727,0.0004539264,0.111590837,0.0008466376,0.0007423987,0.0171719426,0.0004631651,0.0006262456,0.0004634696,0.0005132694,0.3692733258,0.1285213738,0.0005025625,0.0042397643,0.0010387822,0.0008973793,0.0005091073,0.0005473301,0.0011020622,0.0013593904,0.0005109127,0.0004484204
BOD+e11-0068,0.0152203229,0.0009010009,0.0002966952,0.0001044538,0.2266266026,0.0436959521,0.3671380192,0.0018572453,0.0003531673,0.0004027204,0.0002965913,0.000751131,0.000658651,0.0011339676,0.0004109169,0.0005556008,0.0004111871,0.0004553691,0.1302046893,0.0012163854,0.00044587,0.2011735502,0.0009216004,0.0007961487,0.0004516765,0.0004855875,0.000977742,0.0012060418,0.0004532782,0.0003978355
BOD+e11-0069,0.0027453673,0.0022096147,0.0007276154,0.0002561624,0.0024838378,0.0034170949,0.2087502276,0.1428785205,0.0008661075,0.0009876315,0.0007273606,0.1055849328,0.0016152758,0.0027809423,0.0010077326,0.0013625555,0.0010083952,0.0011167471,0.1464092185,0.0029830635,0.0010934516,0.3550342078,0.002260133,0.0019524751,0.0011076915,0.0011908549,0.0023978145,0.0029576969,0.0011116195,0.0009756518
BOD+e11-0070,0.0009574509,0.0007706064,0.0002537569,0.000089337,0.2661897191,0.0856128232,0.4828473214,0.0015884612,0.0003020563,0.0003444379,0.0002536681,0.0006424259,0.0005633298,0.0009698577,0.0003514482,0.0004751932,0.0003516793,0.0003894672,0.0269401134,0.0010403478,0.1209829233,0.0032171198,0.0007882247,0.0006809285,0.000386309,0.0004153124,0.0008362413,0.0010315011,0.0003876789,0.00034026
BOD+e11-0071,0.171517199,0.0007267809,0.0002393254,8.42562986652473E-005,0.0008169777,0.0011239423,0.6942469978,0.0128724032,0.0002848779,0.0003248493,0.0116135216,0.0006058902,0.0005312925,0.0009147005,0.0003314609,0.0004481683,0.0003316788,0.0003673176,0.0936536713,0.0009811817,0.0003596553,0.0030341577,0.0007433972,0.0006422032,0.0003643391,0.000391693,0.0007886831,0.0009728382,0.0003656311,0.0003209089
BOD+e11-0072,0.0010321373,0.0008307179,0.0002735514,9.63057989980633E-005,0.0009338137,0.0012846773,0.1824882338,0.0017123699,0.0003256183,0.000371306,0.0002734556,0.0006925387,0.0006072726,0.0010455119,0.0003788631,0.0005122609,0.0003791122,0.1564308483,0.1330489241,0.0011215006,0.4034395077,0.1074754065,0.0008497105,0.0007340447,0.0004164432,0.000447709,0.0009014727,0.0011119639,0.00041792,0.0003668021
BOD+e11-0073,0.0015591759,0.0012549061,0.0004132345,0.0001454823,0.0014106455,0.0019406701,0.1971136935,0.081144971,0.0004918883,0.0005609054,0.0004130897,0.0796043849,0.0205569174,0.0604980423,0.0005723214,0.0007738359,0.0202122518,0.1773902208,0.0045919433,0.0016941707,0.0006210038,0.3391113888,0.0012835969,0.0011088688,0.000629091,0.000676322,0.0013617903,0.0016797642,0.0006313218,0.0005541017
BOD+e11-0074,0.0163748181,0.0009693438,0.0003192002,0.0001123768,0.0010896438,0.0014990577,0.0005547322,0.0778503367,0.0003799558,0.0004332676,0.0003190884,0.000808106,0.0462199403,0.0315608677,0.0004420859,0.0005977444,0.0004423765,0.1218534541,0.1097401173,0.0164790939,0.0004796902,0.5653531995,0.0009915059,0.0008565383,0.0004859372,0.0005224204,0.0010519059,0.0012975227,0.0004876604,0.0004280122
BOD+e11-0075,0.0010596912,0.0008528947,0.0002808541,9.88767764687347E-005,0.0009587428,0.001318973,0.1072720023,0.1752819389,0.000334311,0.0003812184,0.0002807557,0.0007110267,0.0006234844,0.0010734229,0.0003889773,0.0138739251,0.000389233,0.0938669783,0.5103444842,0.0011514402,0.0805099975,0.0035606564,0.0008723944,0.0007536408,0.0004275606,0.0004596611,0.0009255384,0.0011416488,0.0004290768,0.0003765943
BOD+e11-0076,0.0009349008,0.0007524569,0.0002477804,8.72329341125522E-005,0.0008458401,0.0011636493,0.000430613,0.3901628261,0.0002949422,0.0003363257,0.0002476936,0.0006272953,0.0005500621,0.0009470154,0.0003431708,0.0004640014,0.0003433965,0.071036981,0.4149173904,0.0245680742,0.0003723614,0.0149174639,0.0007696602,0.0006648912,0.0003772106,0.0475099886,0.000816546,0.001007207,0.0003785482,0.023884475
BOD+e11-0077,0.0013249781,0.0010664114,0.0003511641,0.0001236299,0.0011987579,0.0016491695,0.0006102817,0.1524043587,0.0004180036,0.0004766539,0.0837989025,0.0008890276,0.0007795697,0.0013421474,0.0171759275,0.000657601,0.000486675,0.0005389681,0.0039022052,0.0181292681,0.0005277252,0.4717600675,0.0010907927,0.0009423099,0.0005345977,0.0005747343,0.2348112529,0.0014274533,0.0005364934,0.0004708722
BOD+e11-0078,0.0013032278,0.0010489057,0.0003453995,0.0001216005,0.0011790796,0.0016220974,0.0006002635,0.0021621233,0.0004111419,0.0004688294,0.0167608815,0.0008744337,0.0007667726,0.034151321,0.0004783714,0.000646806,0.0004786859,0.0005301206,0.020253751,0.0014160624,0.0005190623,0.5296782531,0.0010728867,0.0009268413,0.0005258219,0.0005652996,0.3458659047,0.0342352266,0.0005276866,0.0004631426
BOD+e11-0079,0.0010188908,0.0008200564,0.0002700406,9.50698043896418E-005,0.0009218291,0.0012681897,0.0004692986,0.0145244554,0.0003214393,0.0003665406,0.000269946,0.0006836506,0.0005994789,0.0652024045,0.0003740008,0.0005056865,0.0003742467,0.0004144594,0.0030007446,0.0011071072,0.0004058137,0.4012794896,0.0008388053,0.0007246239,0.0004110986,0.0004419631,0.3217414566,0.1807745628,0.0004125564,0.0003620946
BOD+e11-0080,0.0017289555,0.0013915535,0.0004582318,0.0001613239,0.0015642515,0.0021519908,0.0443525858,0.0246465445,0.0005454503,0.0006219827,0.0004580713,0.0011600865,0.0010172555,0.0017513596,0.0006346418,0.0008580993,0.0006350591,0.0007032961,0.0050919627,0.0018786499,0.0006886252,0.4631498919,0.0014233685,0.0012296142,0.0006975931,0.0007499671,0.4152942915,0.0236407913,0.0007000668,0.0006144382
BOD+e11-0081,0.2073008851,0.0009407992,0.0003098006,0.0001090676,0.0010575566,0.0014549143,0.2950126478,0.16390012,0.0003687671,0.000420509,0.0003096921,0.044955447,0.0006877444,0.0011840563,0.0004290676,0.0005801423,0.0004293497,0.0004754832,0.0623374158,0.0012701145,0.2065975403,0.003927639,0.0009623086,0.0008313155,0.0004716276,0.0005070365,0.00102093,0.001259314,0.0004733,0.0004154083
BOD+e11-0082,0.0010457328,0.0008416603,0.0002771546,9.75743550611589E-005,0.0009461141,0.0013015993,0.0004816619,0.0807679273,0.0003299074,0.0135483638,0.0002770576,0.0665624957,0.0006152717,0.0010592836,0.0003838536,0.0005190085,0.0003841059,0.013597545,0.068940632,0.0011362732,0.0004165046,0.3064735948,0.0008609031,0.0139158806,0.0004219287,0.0004536063,0.1853236844,0.238225616,0.0004234249,0.0003716337
BOD+e11-0083,0.0428182713,0.0008884727,0.0002925698,0.0001030014,0.0009987361,0.0013739932,0.0005084516,0.2243080914,0.0003482566,0.0003971206,0.0002924673,0.0563598544,0.0423638684,0.0011182001,0.0004052032,0.0005478753,0.0004054696,0.3897832109,0.0171558849,0.0011994718,0.0004396703,0.1844714819,0.0009087858,0.0007850784,0.000445396,0.0004788355,0.0148689386,0.0150940639,0.0004469755,0.0003923037
